Agent Name,Agent Company,price,Address Line 1,Address Line 2,bed,bath,parking,floor_space,region,latitude,longitude
,,590.0,"409/2 Hallenstein Street,",FOOTSCRAY VIC 3011,2.0,2.0,1.0,,shepparton-vic,-37.7998253,144.9080515
,,510.0,"1 Blande Court,",LARA VIC 3212,3.0,2.0,2.0,,shepparton-vic,-38.0266872,144.4149844
,,,"44/145 Canterbury Road,",TOORAK VIC 3142,1.0,1.0,,,shepparton-vic,-37.8432666,145.0103739
,,800.0,"1806/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,2.0,1.0,,shepparton-vic,-37.8101,144.95
,,450.0,"20 GRAPPENHALL AVENUE,",STRATHTULLOH VIC 3338,4.0,2.0,2.0,,shepparton-vic,-37.7296522,144.5947442
,,650.0,"606/12-14 Nelson Rd,",BOX HILL VIC 3128,2.0,2.0,1.0,,shepparton-vic,-37.8256,145.1232
,,335.0,"130/386 Burwood Highway,",BURWOOD VIC 3125,1.0,1.0,,,shepparton-vic,-37.8498,145.119
,,470.0,"18 Hare Street,",SHEPPARTON VIC 3630,3.0,1.0,1.0,,shepparton-vic,-36.3908276,145.4028397
,,595.0,"32 Victoria,",PRESTON VIC 3072,2.0,1.0,2.0,165m²,shepparton-vic,-37.75,145.0167
,,550.0,"1 Lexton Rd,",BOX HILL NORTH VIC 3129,3.0,1.0,2.0,,shepparton-vic,-37.8121569,145.1364385
,,275.0,"12 Oram St,",SHEPPARTON VIC 3630,2.0,1.0,,,shepparton-vic,-36.3758839,145.4059122
,,380.0,"2/54 Hawdon Street,",SHEPPARTON VIC 3630,2.0,1.0,1.0,,shepparton-vic,-36.3753318,145.4144114
,,395.0,"17/92 Grey St,",ST KILDA VIC 3182,,1.0,,30m²,shepparton-vic,-37.864,144.9814916
,,600.0,"25 Callanish Street,",TRUGANINA VIC 3029,4.0,2.0,2.0,,shepparton-vic,-37.814374,144.7136435
,,530.0,"8 Wattle St,",BOX HILL NORTH VIC 3129,3.0,1.0,2.0,,shepparton-vic,-37.8107889,145.119309
,,1950.0,"112 Harold St,",MIDDLE PARK VIC 3206,4.0,3.0,2.0,,shepparton-vic,-37.8517675,144.9582035
,,1150.0,"280A Tucker Rd,",ORMOND VIC 3204,4.0,3.0,2.0,,shepparton-vic,-37.9066213,145.053271
,,450.0,"20 Knight St,",SHEPPARTON VIC 3630,3.0,2.0,1.0,,shepparton-vic,-36.3740304,145.4005732
,,525.0,"206 Gatehouse Place,",MARIBYRNONG VIC 3032,2.0,1.0,1.0,,shepparton-vic,-37.773624,144.8809804
,,630.0,"2712/500 Elizabeth Street,",MELBOURNE VIC 3000,2.0,1.0,,,shepparton-vic,-37.7998626,144.9573647
,,365.0,"3/21 Mason St,",SHEPPARTON VIC 3630,2.0,1.0,1.0,,shepparton-vic,-36.3705154,145.3980084
,,620.0,"15 Leeward Drive,",TARNEIT VIC 3029,4.0,2.0,2.0,,shepparton-vic,-37.8612781,144.6469924
,,585.0,"72 Maude Street,",SHEPPARTON VIC 3630,4.0,2.0,2.0,,shepparton-vic,-36.3813099,145.400707
,,580.0,"7 Lauradan Way,",WOLLERT VIC 3750,4.0,2.0,2.0,,shepparton-vic,-37.6023219,145.0074468
,,510.0,"41 Holman Crescent,",BACCHUS MARSH VIC 3340,4.0,2.0,2.0,,shepparton-vic,-37.7199,144.3727
,,270.0,"2/16 Maple Street,",SHEPPARTON VIC 3630,2.0,1.0,1.0,,shepparton-vic,-36.3654453,145.4178824
,,365.0,"5 Langi Street,",SHEPPARTON VIC 3630,2.0,1.0,1.0,,shepparton-vic,-36.3720813,145.3948876
,,245.0,"Unit 1/5 Mcmillan Ct,",SHEPPARTON VIC 3630,1.0,1.0,,,shepparton-vic,-36.3594877,145.4005428
,,525.0,"G11/110 Roberts Street,",WEST FOOTSCRAY VIC 3012,2.0,2.0,1.0,,shepparton-vic,-37.8302,144.8709
,,550.0,"11 Carina Court,",POINT COOK VIC 3030,4.0,2.0,,,shepparton-vic,-37.8923118,144.7242842
,,210.0,"1/133 Raleigh Road,",MARIBYRNONG VIC 3032,1.0,1.0,,,shepparton-vic,-37.7690186,144.8863597
,,450.0,"145 Ashenden Street,",SHEPPARTON VIC 3630,3.0,1.0,1.0,,shepparton-vic,-36.384519,145.4012836
,,445.0,"7/1 Fiona Court,",ST KILDA VIC 3182,1.0,1.0,1.0,,shepparton-vic,-37.8637194,144.9878945
,,800.0,"1/5 Jaguar Dr,",CLAYTON VIC 3168,4.0,3.0,2.0,,shepparton-vic,-37.9266051,145.1318539
,,650.0,"1 Tuckett Street,",ALPHINGTON VIC 3078,3.0,1.0,2.0,,shepparton-vic,-37.7810256,145.0229956
,,670.0,"205/8 Sutherland Street,",MELBOURNE VIC 3000,2.0,2.0,,,shepparton-vic,-37.8110719,144.960791
,,450.0,"39 Shillings Road,",MAMBOURIN VIC 3024,3.0,2.0,2.0,,shepparton-vic,-37.8887919,144.6021464
,,500.0,"971a Albany Highway,",EAST VICTORIA PARK WA 6101,1.0,1.0,2.0,,shepparton-vic,-31.9813744,115.9010123
,,1395.0,"21A Peel St,",KEW VIC 3101,4.0,3.0,2.0,380m²,shepparton-vic,-37.8057382,145.0328061
,,660.0,"36 Wendouree Drive,",KIALLA VIC 3631,4.0,2.0,2.0,844m²,shepparton-vic,-36.4357553,145.4017599
,,420.0,"24 Hensbergh Place,",SUNSHINE WEST VIC 3020,1.0,1.0,1.0,,shepparton-vic,-37.7953315,144.8005162
,,620.0,"11 Blunsdon Road,",WOLLERT VIC 3750,4.0,2.0,2.0,,shepparton-vic,-37.5960673,144.9926776
,,460.0,"21 Nivea Street,",MAMBOURIN VIC 3024,3.0,2.0,2.0,,shepparton-vic,-37.8895189,144.5990849
,,600.0,"2 Ranni Place,",BONNIE BROOK VIC 3335,4.0,2.0,3.0,428m²,shepparton-vic,46.4194,14.6936
,,700.0,"9 Glenview Rd,",DONCASTER EAST VIC 3109,3.0,2.0,2.0,,shepparton-vic,-37.7982746,145.1630683
,,530.0,"54 SOLITUDE CRESCENT,",POINT COOK VIC 3030,4.0,2.0,2.0,,shepparton-vic,-37.9045877,144.7181412
,,740.0,"1307/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,1.0,,,shepparton-vic,-37.8101,144.95
,,780.0,"2011/371 Little Lonsdale Street,",MELBOURNE VIC 3000,2.0,2.0,,,shepparton-vic,-37.8138183,144.9531186
,,800.0,"902/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,2.0,,,shepparton-vic,-37.8101,144.95
,,650.0,"1102/555 Swanston Street,",CARLTON VIC 3053,2.0,2.0,,,shepparton-vic,-37.8004,144.9684
,,370.0,"Unit 2/14 Weddell St,",SHEPPARTON VIC 3630,2.0,1.0,1.0,,shepparton-vic,-36.4681,145.586
,,750.0,"309/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,2.0,1.0,,shepparton-vic,-37.8101,144.95
,,600.0,"14B Kinlock Avenue,",FERNDALE WA 6148,3.0,1.0,3.0,,shepparton-vic,-32.0314973,115.9311438
,,620.0,"18 Macintosh St,",SHEPPARTON VIC 3630,3.0,1.0,2.0,,shepparton-vic,-36.3935737,145.4055992
,,520.0,"22 Driftwood Street,",AINTREE VIC 3336,4.0,2.0,2.0,,shepparton-vic,-37.7152381,144.670721
,,1550.0,"201/1 Wallace Avenue,",TOORAK VIC 3142,2.0,2.0,2.0,,shepparton-vic,-37.8407409,145.0072068
,,500.0,"9/17 Buckworth Street,",KIALLA VIC 3631,2.0,1.0,1.0,,shepparton-vic,-36.4116256,145.3912993
,,500.0,"4/17 Buckworth Street,",KIALLA VIC 3631,2.0,1.0,1.0,,shepparton-vic,-36.4116256,145.3912993
,,550.0,"G11/110 Roberts Street,",WEST FOOTSCRAY VIC 3012,2.0,2.0,1.0,,shepparton-vic,-37.8302,144.8709
,,550.0,"10/949 Albany Highway,",EAST VICTORIA PARK WA 6101,2.0,1.0,1.0,,shepparton-vic,1.5,109.25
,,585.0,"10/135 Fitzroy Street,",ST KILDA VIC 3182,2.0,1.0,1.0,,shepparton-vic,-37.8613356,144.974858
,,480.0,"1 Breage Court,",SHEPPARTON VIC 3630,4.0,1.0,2.0,,shepparton-vic,-36.3729493,145.4076509
,,650.0,"1707/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,1.0,,,shepparton-vic,-37.8101,144.95
,,640.0,"20 Teak Street,",CAULFIELD VIC 3162,3.0,1.0,,318m²,shepparton-vic,-37.8924424,145.0277385
,,900.0,"1903/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,2.0,1.0,,shepparton-vic,-37.8101,144.95
,,530.0,"6 Carson Street,",SHEPPARTON VIC 3630,3.0,1.0,1.0,,shepparton-vic,-36.3648874,145.4100039
,,575.0,"3 Winolite Ct,",MOOROOPNA VIC 3629,3.0,2.0,2.0,,shepparton-vic,-36.3942013,145.342652
,,530.0,"28 Carson Street,",SHEPPARTON VIC 3630,3.0,1.0,1.0,,shepparton-vic,-36.3648874,145.4100039
,,995.0,"34 Bird Avenue,",NORTHCOTE VIC 3070,4.0,2.0,2.0,,shepparton-vic,-37.7619763,144.9920856
,,660.0,"1104/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,1.0,,,shepparton-vic,-37.8101,144.95
,,780.0,"2609/545 Station Street,",BOX HILL VIC 3128,2.0,2.0,1.0,,shepparton-vic,-37.8256,145.1232
,,600.0,"12 Clay Crescent,",ROCKBANK VIC 3335,5.0,3.0,2.0,,shepparton-vic,-37.7440829,144.6593622
,,790.0,"1002/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,2.0,,,shepparton-vic,-37.8101,144.95
,,600.0,"30 Mainview Boulevard,",TRUGANINA VIC 3029,4.0,2.0,2.0,,shepparton-vic,-37.8394196,144.7340978
,,570.0,"2/510 Station Street,",BOX HILL VIC 3128,3.0,1.0,2.0,,shepparton-vic,-37.8283527,145.1218953
,,290.0,"41 Gillard St,",BURWOOD VIC 3125,1.0,1.0,,,shepparton-vic,-37.8554052,145.1140174
,,300.0,"603 Union Road,",KATANDRA WEST VIC 3634,3.0,1.0,,,shepparton-vic,-36.2340797,145.5594206
,,1000.0,"6203/138 Spencer Street,",MELBOURNE VIC 3004,2.0,2.0,,,shepparton-vic,-37.814,144.9633
,,720.0,"2206/639 Lonsdale Street,",MELBOURNE VIC 3000,2.0,2.0,,,shepparton-vic,-37.814,144.9633
,,440.0,"230 Gordon St,",FOOTSCRAY VIC 3011,3.0,1.0,2.0,,shepparton-vic,-37.8009835,144.8877397
,,675.0,"23 Liege Avenue,",NOBLE PARK VIC 3174,3.0,2.0,1.0,,shepparton-vic,-37.9672835,145.1919102
,,650.0,"1510/828 Whitehorse Rd,",BOX HILL VIC 3128,2.0,2.0,1.0,,shepparton-vic,-37.8256,145.1232
,,550.0,"6 Garner Grove,",ROCKBANK VIC 3335,4.0,2.0,2.0,,shepparton-vic,-37.7344721,144.6512774
,,510.0,"19 HARWICH STREET,",ROCKBANK VIC 3335,4.0,2.0,2.0,,shepparton-vic,-37.7219059,144.640391
,,800.0,"10 Canara St,",DONCASTER EAST VIC 3109,4.0,2.0,4.0,,shepparton-vic,-37.7926995,145.155491
,,550.0,"11 Jobs Road,",ROCKBANK VIC 3335,4.0,2.0,2.0,,shepparton-vic,-37.7357735,144.6632722
,,700.0,"503/10 Wominjeka Walk,",WEST MELBOURNE VIC 3003,2.0,2.0,1.0,,shepparton-vic,-37.8097885,144.9486298
,,510.0,"9 Delhi Grove,",ROCKBANK VIC 3335,4.0,2.0,1.0,,shepparton-vic,-37.7436862,144.6640428
,,720.0,"4912/33 ROSE Lane,",MELBOURNE VIC 3000,2.0,2.0,,,shepparton-vic,-37.814,144.9633
,,550.0,"74 Kialla Lakes Drive,",KIALLA VIC 3631,4.0,2.0,2.0,,shepparton-vic,-36.4177793,145.4055782
,,615.0,"1 Coopworth Way,",ROCKBANK VIC 3335,4.0,3.0,2.0,,shepparton-vic,-37.7418798,144.6553772
,,680.0,"76 McKinley Drive,",TRUGANINA VIC 3029,4.0,4.0,2.0,,shepparton-vic,-37.7650548,144.6962139
,,520.0,"28 Tamworth Drive,",ROCKBANK VIC 3335,4.0,2.0,2.0,,shepparton-vic,-37.7335,144.67
,,480.0,"42 Sedate Drive,",ROCKBANK VIC 3335,3.0,2.0,2.0,,shepparton-vic,-37.7392179,144.6540942
,,500.0,"23 Delhi Grove,",ROCKBANK VIC 3335,4.0,2.0,2.0,,shepparton-vic,-37.7436862,144.6640428
,,500.0,"2007/288 Spencer Street,",MELBOURNE VIC 3000,1.0,1.0,,,shepparton-vic,-37.814,144.9633
,,640.0,"1/84 Broadway,",ELWOOD VIC 3184,2.0,1.0,,,shepparton-vic,-37.8768281,144.9835959
,,535.0,"3/57 Holmes Road,",MOONEE PONDS VIC 3039,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7664849,144.9186215
,,630.0,"20 Russell Street,",TELARAH NSW 2320,4.0,2.0,3.0,,latrobe-valley-vicwangaratta-vic,-32.7254429,151.5339318
,,390.0,"4 Graduation Place,",CHURCHILL VIC 3842,3.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-38.3202939,146.4240819
,,550.0,"8 Francis Street,",HADFIELD VIC 3046,3.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7130102,144.9426215
,,550.0,"69 Allandale Road,",CESSNOCK NSW 2325,4.0,1.0,2.0,809m²,latrobe-valley-vicwangaratta-vic,-32.8303131,151.355627
,,350.0,"2/91 Brisbane Street,",EAST MAITLAND NSW 2323,1.0,1.0,,,latrobe-valley-vicwangaratta-vic,-32.7608303,151.5865624
,,560.0,"11 Fletcher Street,",BERESFIELD NSW 2322,2.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-32.7999157,151.6498168
,,400.0,"13/96 Glass St,",ESSENDON VIC 3040,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7468849,144.9194013
,,630.0,"7 Crestwood Road,",THORNTON NSW 2322,4.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.7667541,151.6444734
,,470.0,"38 Honour Avenue,",WINTER VALLEY VIC 3358,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-37.5681474,143.7878052
,,850.0,"2004/103 South Wharf Drive,",DOCKLANDS VIC 3008,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.8221868,144.9362813
,,330.0,"24A/116-130 Main Drive,",MACLEOD VIC 3085,,1.0,,,latrobe-valley-vicwangaratta-vic,-37.7228,145.0817
,,435.0,"69 Sundance Boulevard,",WINTER VALLEY VIC 3358,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-37.5874798,143.7977165
,,620.0,"6 Fairview Place,",CESSNOCK NSW 2325,3.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.8295572,151.3476513
,,410.0,"40 Amaroo Drive,",CHURCHILL VIC 3842,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-38.3209047,146.4195687
,,450.0,"1 Brisbane Street,",MORWELL VIC 3840,3.0,1.0,4.0,,latrobe-valley-vicwangaratta-vic,-38.2362317,146.4229505
,,550.0,"34 Love Street,",CESSNOCK NSW 2325,3.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-32.8259182,151.3525319
,,480.0,"2/49 Shortland Drive,",ABERGLASSLYN NSW 2320,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.7072568,151.5411985
,,495.0,"37 Weston Street,",WESTON NSW 2326,3.0,1.0,,,latrobe-valley-vicwangaratta-vic,-32.8079312,151.4626452
,,760.0,"7 Wagawn Drive,",MURWILLUMBAH NSW 2484,4.0,2.0,2.0,552m²,latrobe-valley-vicwangaratta-vic,-28.3388439,153.3598293
,,380.0,"36 Churinga Drive,",CHURCHILL VIC 3842,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-38.3215804,146.4245443
,,400.0,"3/15 Tallis Street,",NORLANE VIC 3214,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-38.0924322,144.3646223
,,670.0,"33 Thomas Street,",BRAY PARK NSW 2484,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-28.338725,153.3767189
,,620.0,"12A Valley Road,",PADSTOW HEIGHTS NSW 2211,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-33.9705647,151.0392907
,,700.0,"3 Dobell Place,",METFORD NSW 2323,3.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-32.7711432,151.6195659
,,1100.0,"5A Supply Street,",DUNDAS VALLEY NSW 2117,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-33.792069,151.057018
,,460.0,"140 Little Road,",WHITES VALLEY SA 5172,2.0,1.0,,,latrobe-valley-vicwangaratta-vic,-35.2623091,138.5011462
,,600.0,"60/5 Junction Parade,",MIDLAND WA 6056,2.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-31.8875115,116.0084789
,,450.0,"85 Presentation Boulevard,",WINTER VALLEY VIC 3358,4.0,2.0,2.0,318m²,latrobe-valley-vicwangaratta-vic,-37.5700121,143.7909325
,,500.0,"2/42 Raleigh Road,",MARIBYRNONG VIC 3032,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7689479,144.8868552
,,470.0,"1 Mossberry Avenue,",JUNCTION HILL NSW 2460,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-29.6444855,152.9258231
,,450.0,"304/19 Moore St,",MOONEE PONDS VIC 3039,1.0,1.0,,,latrobe-valley-vicwangaratta-vic,-37.7685092,144.9200385
,,450.0,"1/36 Satur Road,",SCONE NSW 2337,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.0425848,150.8432385
,,540.0,"22 Medew Street,",CHURCHILL VIC 3842,4.0,2.0,2.0,720m²,latrobe-valley-vicwangaratta-vic,-38.3078,146.4137
,,850.0,"406/956 Mt Alexander Road,",ESSENDON VIC 3040,3.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7538,144.8883
,,780.0,"3 Fox Valley Way,",LENNOX HEAD NSW 2478,3.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-28.8122888,153.5846226
,,550.0,"164 Omega Drive,",KUNGALA NSW 2460,4.0,,,,latrobe-valley-vicwangaratta-vic,-29.9661352,153.0588305
,,625.0,"50 Camelia Street,",GILLIESTON HEIGHTS NSW 2321,4.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.7662827,151.5280432
,,450.0,"50A Camelia Street,",GILLIESTON HEIGHTS NSW 2321,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.7662827,151.5280432
,,480.0,"2/243 Keilor Road,",ESSENDON VIC 3040,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7444191,144.9098738
,,660.0,"33 Balangara Way,",BELLBIRD NSW 2325,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-32.8505044,151.3193439
,,780.0,"9 Warwick Road,",DUNDAS VALLEY NSW 2117,4.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-33.7859189,151.055993
,,420.0,"10 Orchard Road,",BUSBY NSW 2168,3.0,1.0,,,latrobe-valley-vicwangaratta-vic,-33.9077452,150.8808319
,,470.0,"5/24 Leslie Road,",ESSENDON VIC 3040,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7573644,144.9151126
,,620.0,"1/188 Denton Park Dr,",ABERGLASSLYN NSW 2320,4.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.7024087,151.5387748
,,790.0,"5 Hughes Road,",PLAINLAND QLD 4341,5.0,2.0,4.0,,latrobe-valley-vicwangaratta-vic,-27.5758767,152.4000032
,,560.0,"2/14 Clara Street,",EAST MAITLAND NSW 2323,3.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-32.7448109,151.5919794
,,440.0,"1/43 Gundy Road,",SCONE NSW 2337,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.0593435,150.8846119
,,470.0,"18 Owen Street,",KENNINGTON VIC 3550,3.0,1.0,,,latrobe-valley-vicwangaratta-vic,-36.7657947,144.3010275
,,900.0,"21 Widden Close,",SCONE NSW 2337,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-32.0503038,150.8847288
,,600.0,"124 New England Highway,",LOCHINVAR NSW 2321,3.0,1.0,5.0,,latrobe-valley-vicwangaratta-vic,-32.702457,151.4440836
,,550.0,"21 Fifth Avenue,",ALTONA NORTH VIC 3025,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.8332736,144.8510236
,,365.0,"27 Hackett Street,",PORT PIRIE SA 5540,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-33.1965324,137.9924226
,,340.0,"3 Evans Street,",MORWELL VIC 3840,3.0,1.0,1.0,648m²,latrobe-valley-vicwangaratta-vic,-38.2259996,146.4215295
,,520.0,"2/26A Maize Street,",EAST MAITLAND NSW 2323,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.7424308,151.5983506
,,650.0,"25 BOYD AVENUE,",METFORD NSW 2323,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-32.768066,151.6178719
,,620.0,"10 Sparke Street,",BELLBIRD NSW 2325,4.0,2.0,,,latrobe-valley-vicwangaratta-vic,-32.857451,151.318126
,,500.0,"422/66 Mt Alexander Road,",TRAVANCORE VIC 3032,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7860019,144.9391937
,,590.0,"177 Aberdare Street,",KURRI KURRI NSW 2327,3.0,1.0,,,latrobe-valley-vicwangaratta-vic,-32.8187958,151.4684804
,,1100.0,"48 Bowen Street,",MOONEE PONDS VIC 3039,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-37.7698832,144.9093585
,,650.0,"27 Richmond Terrace,",PLAINLAND QLD 4341,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-27.560802,152.4265064
,,350.0,"3/20-22 Sandown Rd,",ASCOT VALE VIC 3032,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7808,144.9354
,,580.0,"12 Parkside Crescent,",THORNTON NSW 2322,3.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-32.7839924,151.6471928
,,430.0,"39 Wedge Tail Drive,",WINTER VALLEY VIC 3358,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-37.5726803,143.7859277
,,400.0,"7 Merino Avenue,",DALLAS VIC 3047,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.6698021,144.9286527
,,520.0,"21 Skylark Avenue,",THORNTON NSW 2322,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.764649,151.6494356
,,285.0,"11A/116-130 Main Drive,",MACLEOD VIC 3085,1.0,1.0,,,latrobe-valley-vicwangaratta-vic,-37.7228,145.0817
,,440.0,"50 Cumberland Boulevard,",WINTER VALLEY VIC 3358,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-37.571292,143.7937376
,,950.0,"50 Derby Street,",MOONEE PONDS VIC 3039,3.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-37.7634174,144.9076392
,,460.0,"73 Sundance Boulevard,",WINTER VALLEY VIC 3358,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-37.5874798,143.7977165
,,780.0,"7 Lemon Tree Lane,",GREENSBOROUGH VIC 3088,5.0,3.0,2.0,,latrobe-valley-vicwangaratta-vic,-37.704252,145.0926272
,,800.0,"22 Roseberry Street,",ASCOT VALE VIC 3032,3.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7744585,144.9119093
,,520.0,"2/124 Hoffmans Road,",ESSENDON VIC 3040,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7409661,144.8917562
,,550.0,"45-47 Lee Street,",NAMBUCCA HEADS NSW 2448,3.0,1.0,,,latrobe-valley-vicwangaratta-vic,-30.6379214,153.0055479
,,465.0,"2/43 Royal Avenue,",ESSENDON NORTH VIC 3041,2.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-37.7386835,144.9050479
,,840.0,"65/29 George Street,",BRISBANE CITY QLD 4000,2.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-27.4676785,153.0203399
,,325.0,"4/5-7 Neville Street,",TRARALGON VIC 3844,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-38.195872,146.5204961
,,550.0,"6/17-19 Munro Street,",ASCOT VALE VIC 3032,2.0,1.0,,,latrobe-valley-vicwangaratta-vic,-37.7754457,144.9117715
,,630.0,"41 Splendid Parade,",NARANGBA QLD 4504,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-27.1803628,152.9206093
,,450.0,"6/28 Ormond Road,",ASCOT VALE VIC 3032,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7727205,144.9284649
,,640.0,"28 Glyde Street,",HAWLEY BEACH TAS 7307,3.0,2.0,3.0,754m²,latrobe-valley-vicwangaratta-vic,-41.146347,146.5393588
,,1750.0,"142 Koola Ave,",EAST KILLARA NSW 2071,6.0,3.0,2.0,,latrobe-valley-vicwangaratta-vic,-33.7503731,151.1858896
,,560.0,"8 Boronia Crecent,",YAMBA NSW 2464,3.0,1.0,1.0,634m²,latrobe-valley-vicwangaratta-vic,47.18751,7.49515
,,520.0,"312/64 Keilor Road,",ESSENDON NORTH VIC 3041,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7441978,144.9096142
,,500.0,"36 Hawthorne Street,",BERESFIELD NSW 2322,2.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-32.800399,151.6532637
,,600.0,"3 Rachel Close,",TAREE NSW 2430,4.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-31.9222524,152.4344723
,,480.0,"241 Victoria Street,",TAREE NSW 2430,3.0,2.0,3.0,607m²,latrobe-valley-vicwangaratta-vic,-31.9099215,152.4668768
,,620.0,"354 Dairy Plains Road,",DAIRY PLAINS TAS 7304,4.0,1.0,3.0,,latrobe-valley-vicwangaratta-vic,-41.5700816,146.5371935
,,380.0,"1/58 Hibiscus Avenue,",SUN VALLEY QLD 4680,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-23.8730344,151.2542817
,,580.0,"56 Ivy Avenue,",CHAIN VALLEY BAY NSW 2259,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-33.1785155,151.5600945
,,750.0,"47 Airlie Street,",ASHTONFIELD NSW 2323,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-32.7747702,151.5994893
,,400.0,"5/128 Murray Valley Highway,",YARRAWONGA VIC 3730,2.0,2.0,,,latrobe-valley-vicwangaratta-vic,-36.0148026,146.0142387
,,650.0,"48 Regent Street,",MAITLAND NSW 2320,3.0,2.0,3.0,,latrobe-valley-vicwangaratta-vic,-32.7313505,151.5461934
,,650.0,"13 Wattle Drive,",YAMBA NSW 2464,2.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-29.4268221,153.3303165
,,550.0,"17 St Leonard Drive,",SOUTH MORANG VIC 3752,3.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-37.6181375,145.0988671
,,560.0,"805/408 Spencer Street,",WEST MELBOURNE VIC 3003,1.0,1.0,,,latrobe-valley-vicwangaratta-vic,-37.8101,144.95
,,380.0,"19/9 Golden Valley Road,",CYGNET TAS 7112,2.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-43.1622212,147.0488175
