Agent Name,Agent Company,price,Address Line 1,Address Line 2,bed,bath,parking,floor_space,region,latitude,longitude
,,610.0,"6108/172 Edward St,",BRUNSWICK EAST VIC 3057,2.0,2.0,1.0,,mildura-vic,-37.7603,144.9502
,,520.0,"2/29 Vincent Avenue,",ST ALBANS VIC 3021,3.0,2.0,2.0,,mildura-vic,-37.7451799,144.808638
,,475.0,"19 Durham Ave,",MILDURA VIC 3500,3.0,2.0,2.0,,mildura-vic,-34.168965,142.1447642
,,495.0,"LG 202/45 Linden Avenue,",IVANHOE VIC 3079,1.0,1.0,1.0,,mildura-vic,-37.754915,145.0543999
,,650.0,"26 Luckymack Way,",MILDURA VIC 3500,4.0,2.0,3.0,,mildura-vic,-34.208089,142.1135348
,,750.0,"615C/2 Snedden Drive,",GLEN WAVERLEY VIC 3150,2.0,2.0,1.0,,mildura-vic,-37.8891,145.174
,,800.0,"1810/462 Elizabeth Street,",MELBOURNE VIC 3000,2.0,2.0,,,mildura-vic,-37.814,144.9633
,,440.0,"unit 9/2724 Fourteenth St,",IRYMPLE VIC 3498,3.0,1.0,2.0,,mildura-vic,-34.23537,142.17101
,,450.0,"173A Eighth St,",MILDURA VIC 3500,2.0,1.0,,,mildura-vic,-34.1869763,142.164874
,,320.0,"3/86 Seventh St,",MILDURA VIC 3500,1.0,1.0,1.0,,mildura-vic,-34.1857455,142.166979
,,500.0,"2/19 Cosgrove Court,",MILDURA VIC 3500,3.0,2.0,2.0,,mildura-vic,-34.2100074,142.1274233
,,550.0,"20 Cosgrove Court,",MILDURA VIC 3500,3.0,2.0,2.0,,mildura-vic,-34.2100074,142.1274233
,,580.0,"21 Ararat Street,",TARNEIT VIC 3029,4.0,2.0,2.0,,mildura-vic,-37.8420586,144.6428936
,,675.0,"182 Fenton Hill Road,",CLARKEFIELD VIC 3430,4.0,1.0,5.0,,mildura-vic,-37.4932063,144.8109401
,,600.0,"1/33 Arcadia Avenue,",HALLAM VIC 3803,3.0,2.0,1.0,,mildura-vic,-37.9981456,145.2599547
,,660.0,"30 Bailey Boulevard,",KOO WEE RUP VIC 3981,4.0,2.0,2.0,,mildura-vic,-38.2039038,145.4925911
,,550.0,"576 Anzac Rd,",ROBINVALE VIC 3549,4.0,2.0,2.0,,mildura-vic,-34.6614108,142.7703363
,,,"5 Morrison Plain Road,",COWANGIE VIC 3506,290.0,,,,mildura-vic,-35.1218765,141.3005343
,,780.0,"24 Lantana Road,",AINTREE VIC 3336,5.0,3.0,2.0,,mildura-vic,-37.7201581,144.656696
,,580.0,"18 Leeward Drive,",TARNEIT VIC 3029,4.0,2.0,2.0,,mildura-vic,-37.8612781,144.6469924
,,560.0,"11 Faircroft Place,",TARNEIT VIC 3029,4.0,2.0,2.0,,mildura-vic,-37.8466441,144.6949076
,,395.0,"469 Etiwanda Ave,",MILDURA VIC 3500,3.0,1.0,1.0,,mildura-vic,-34.1954924,142.1699982
,,530.0,"1/29 Baldwin Avenue,",NOBLE PARK VIC 3174,3.0,1.0,1.0,,mildura-vic,-37.9753635,145.1752593
,,650.0,"14 Wonnangatta CRES,",WEIR VIEWS VIC 3338,5.0,2.0,2.0,,mildura-vic,-37.7269511,144.5726647
,,450.0,"1416/6 Leicester Street,",CARLTON VIC 3053,1.0,1.0,,,mildura-vic,-37.802198,144.9607524
,,780.0,"13 Mountfield Road,",MITCHAM VIC 3132,6.0,3.0,5.0,,mildura-vic,-37.807391,145.1869189
,,620.0,"2 The Breezewater,",POINT COOK VIC 3030,4.0,2.0,2.0,,mildura-vic,-37.8865333,144.7711545
,,350.0,"4/85 Thirteenth Street,",MILDURA VIC 3500,2.0,1.0,1.0,,mildura-vic,-34.187258,142.1476243
,,795.0,"6 Elizabeth Court,",ROWVILLE VIC 3178,4.0,2.0,4.0,,mildura-vic,-37.9193868,145.2319676
,,650.0,"44 Perry St,",EUSTON NSW 2737,4.0,2.0,2.0,,mildura-vic,-34.5769891,142.7436179
,,595.0,"31 Ambassador Crescent,",POINT COOK VIC 3030,4.0,2.0,2.0,758m²,mildura-vic,-37.8845432,144.7116807
,,550.0,"18/80 Cheltenham Road,",DANDENONG VIC 3175,2.0,2.0,1.0,,mildura-vic,-37.9912458,145.1970169
,,720.0,"146 Lady Nelson Way,",TAYLORS LAKES VIC 3038,5.0,3.0,2.0,,mildura-vic,-37.7120857,144.7893649
,,410.0,"3/85 Collins Street,",THORNBURY VIC 3071,2.0,1.0,1.0,,mildura-vic,-37.7569997,145.0273656
,,870.0,"32 Trades Hall Place,",CARLTON VIC 3053,3.0,2.0,1.0,160m²,mildura-vic,-37.8065885,144.9667277
,,650.0,"97 Festival Drive,",POINT COOK VIC 3030,5.0,3.0,2.0,,mildura-vic,-37.9084089,144.7462775
,,520.0,"406/6 Leicester Street,",CARLTON VIC 3053,1.0,1.0,,,mildura-vic,-37.802198,144.9607524
,,395.0,"16 Etherington Drive,",MILDURA VIC 3500,3.0,1.0,2.0,,mildura-vic,-34.1704685,142.1449578
,,550.0,"39 Millers Road,",ALTONA VIC 3018,3.0,1.0,3.0,,mildura-vic,-37.8647814,144.8392132
,,575.0,"104/15 Irving Avenue,",BOX HILL VIC 3128,1.0,1.0,1.0,,mildura-vic,-37.8158711,145.1222744
,,440.0,"917/6 Leicester Street,",CARLTON VIC 3053,1.0,1.0,,,mildura-vic,-37.802198,144.9607524
,,580.0,"9 Kenora Way,",MICKLEHAM VIC 3064,4.0,2.0,2.0,509m²,mildura-vic,-37.5372385,144.8973557
,,400.0,"11 Rose Street,",MANANGATANG VIC 3546,4.0,2.0,3.0,870m²,mildura-vic,-35.0518211,142.879885
,,470.0,"1709/6 Leicester Street,",CARLTON VIC 3053,,,,,mildura-vic,-37.802198,144.9607524
,,1100.0,"20 Koonawarra St,",CLAYTON VIC 3168,5.0,3.0,2.0,,mildura-vic,-37.9117269,145.1244965
,,350.0,"100 Darling Street,",WENTWORTH NSW 2648,3.0,1.0,1.0,,mildura-vic,-34.108283,141.9196118
,,320.0,"24 Millie Street,",DARETON NSW 2717,3.0,1.0,,,mildura-vic,-34.0942006,142.0412552
,,440.0,"177 Cureton Avenue,",MILDURA VIC 3500,3.0,2.0,1.0,705m²,mildura-vic,-34.1893609,142.1738469
,,290.0,"49 Avoca Street,",DARETON NSW 2717,2.0,1.0,,,mildura-vic,-34.0931277,142.0437402
,,400.0,"4 Springbank Way,",BROOKFIELD VIC 3338,4.0,2.0,2.0,,mildura-vic,-37.7052143,144.5553866
,,1670.0,"29 Drummond street,",CARLTON VIC 3053,7.0,3.0,2.0,290m²,mildura-vic,-37.8062068,144.9671839
,,540.0,"19 Woolshed Drive,",TRUGANINA VIC 3029,4.0,2.0,2.0,,mildura-vic,-37.8205497,144.715242
,,600.0,"705/301 King St,",MELBOURNE VIC 3000,1.0,1.0,,,mildura-vic,-37.8124195,144.95398
,,630.0,"1/48 Aqueduct Road,",LANGWARRIN VIC 3910,3.0,2.0,2.0,,mildura-vic,-38.1598954,145.2034778
,,600.0,"4 Grosset Way,",POINT COOK VIC 3030,4.0,3.0,2.0,,mildura-vic,-37.9168714,144.7853747
,,390.0,"99 Ambleside Crescent,",MILDURA VIC 3500,3.0,2.0,1.0,,mildura-vic,-34.2004913,142.1752639
,,350.0,"398 Dairtnunk Avenue,",CARDROSS VIC 3496,1.0,1.0,,"1,313m²",mildura-vic,-34.2751689,142.1425393
,,500.0,"1 Block 67 Pumps Road,",RED CLIFFS VIC 3496,4.0,2.0,1.0,,mildura-vic,-34.30942,142.18971
,,480.0,"17 Mitchell Lane,",GOL GOL NSW 2738,3.0,1.0,2.0,,mildura-vic,-34.1633453,142.2422069
,,670.0,"306/3 Young Street,",BOX HILL VIC 3128,2.0,2.0,1.0,,mildura-vic,-37.8171987,145.1163199
,,460.0,"73b Summer Drive,",BURONGA NSW 2739,3.0,2.0,2.0,,mildura-vic,-34.1728428,142.2017597
,,295.0,"4/131 Billabong Road,",NICHOLS POINT VIC 3501,2.0,1.0,1.0,,mildura-vic,-34.1979449,142.2257653
,,80.0,"7P5/70 Southbank Boulevard,",SOUTHBANK VIC 3006,1.0,1.0,1.0,,mildura-vic,-37.8228,144.9643
,,580.0,"802/15 Doepel Way,",DOCKLANDS VIC 3008,1.0,1.0,,,mildura-vic,-37.8141958,144.9397552
,,850.0,"44 Kalbian Drive,",CLYDE NORTH VIC 3978,5.0,3.0,2.0,,mildura-vic,-38.1107101,145.3328766
,,200.0,"1/8 Dodgshun Street,",HOPETOUN VIC 3396,1.0,1.0,,,mildura-vic,-35.7329759,142.3684652
,,170.0,"6/13 Hewat Drive,",HIGHTON VIC 3216,1.0,1.0,1.0,,mildura-vic,-38.1978881,144.308601
,,550.0,"2 YAMUNA STREET,",TRUGANINA VIC 3029,4.0,2.0,1.0,,mildura-vic,-37.7707982,144.6891122
,,520.0,"22 Huntingfield Street,",THORNHILL PARK VIC 3335,4.0,2.0,1.0,,mildura-vic,46.4194,14.6936
,,550.0,"38 Sadie Avenue,",THORNHILL PARK VIC 3335,4.0,2.0,1.0,,mildura-vic,-37.7138206,144.6303421
,,650.0,"19 Maroa Street,",TARNEIT VIC 3029,4.0,3.0,2.0,,mildura-vic,-37.8630941,144.6495788
,,650.0,"6 Highfield Drive,",MILDURA VIC 3500,4.0,2.0,2.0,,mildura-vic,-34.18551,142.16251
,,310.0,"4/861 Fifteenth Street,",MILDURA VIC 3500,2.0,1.0,1.0,,mildura-vic,-34.2206561,142.1529283
,,50.0,"Carpark914/33 Blackwood Street,",NORTH MELBOURNE VIC 3051,,,1.0,,mildura-vic,-37.8029,144.9482
,,300.0,"184 Dorset Road,",BORONIA VIC 3155,1.0,1.0,,,mildura-vic,-37.8621273,145.2855526
,,60.0,"Carpark3605/639 Lonsdale Street,",MELBOURNE VIC 3000,,,1.0,,mildura-vic,-37.814,144.9633
,,69.0,"Carpark224/23 Blackwood Street,",NORTH MELBOURNE VIC 3051,,,1.0,,mildura-vic,-37.8029,144.9482
,,60.0,"Carpark613/33 Blackwood Street,",NORTH MELBOURNE VIC 3051,,,1.0,,mildura-vic,-37.8029,144.9482
,,50.0,"Carpark450/401 Docklands Drive,",DOCKLANDS VIC 3008,,,1.0,,mildura-vic,-37.8149,144.9505
,,60.0,"Carpark2810/81 A'Beckett Street,",MELBOURNE VIC 3000,,,1.0,,mildura-vic,-37.814,144.9633
,,70.0,"Carpark402/135 A'Beckett Street,",MELBOURNE VIC 3000,,,1.0,,mildura-vic,-37.814,144.9633
,,780.0,"2B2B/259 Normanby Road,",SOUTHBANK VIC 3006,2.0,2.0,1.0,,mildura-vic,-37.8228,144.9643
,,550.0,"7 REEVES STREET,",POINT COOK VIC 3030,4.0,3.0,2.0,,mildura-vic,-37.8832836,144.7119436
,,,"253-273 Normanby Road,",SOUTH MELBOURNE VIC 3205,1.0,1.0,,,mildura-vic,-37.8335,144.9571
,,550.0,"1B1B/803 Dandenong Road,",MALVERN EAST VIC 3145,1.0,1.0,1.0,,mildura-vic,-37.874,145.0425
,,700.0,"2B2B/803 Dandenong Road,",MALVERN EAST VIC 3145,2.0,2.0,1.0,,mildura-vic,-37.874,145.0425
,,440.0,"34 Darling St,",WENTWORTH NSW 2648,1.0,1.0,,120m²,mildura-vic,-34.108283,141.9196118
HouseSmart Property Management Department,HouseSmart Real Estate Pty Ltd,550.0,"4K/45 King George Street,",VICTORIA PARK WA 6100,2.0,1.0,1.0,,shepparton-vic,-31.9791219,115.8891997
Certainty  Property Vic,Certainty Property,270.0,"11 McCulloch Drive,",MELTON SOUTH VIC 3338,1.0,1.0,,,shepparton-vic,-37.7077,144.5749
Kim Te,Motion Property,610.0,"801/5 Joseph Road,",FOOTSCRAY VIC 3011,2.0,2.0,1.0,,shepparton-vic,-37.7995452,144.909498
Danielle Ryan,The Core Advisory Team VIC,750.0,"13/299 Dandenong Road,",PRAHRAN VIC 3181,2.0,1.0,1.0,,shepparton-vic,-37.853,144.9929
Certainty  Property Vic,Certainty Property,200.0,"2 Caspian Court,",NEWBOROUGH VIC 3825,1.0,1.0,,,shepparton-vic,-38.1671585,146.2940256
Certainty  Property Vic,Certainty Property,450.0,"114 Anniversary Avenue,",WYNDHAM VALE VIC 3024,4.0,2.0,2.0,,shepparton-vic,-37.8515984,144.5943387
Certainty  Property Vic,Certainty Property,275.0,"16 Astral Walk,",WOLLERT VIC 3750,1.0,1.0,,,shepparton-vic,-37.5833,145.0333
Certainty  Property Vic,Certainty Property,240.0,"6 Songlark Street,",MELTON SOUTH VIC 3338,1.0,1.0,,,shepparton-vic,-37.718538,144.5789886
Kim Te,Motion Property,590.0,"1002/1 Joseph Road,",FOOTSCRAY VIC 3011,2.0,2.0,1.0,,shepparton-vic,-37.7995452,144.909498
Evelyne Surja,Kay & Burton Stonnington,1695.0,"2 Rathmines Street,",TOORAK VIC 3142,3.0,2.0,2.0,,shepparton-vic,-37.8387209,145.0058412
Certainty  Property Vic,Certainty Property,250.0,"17 Oakhill Terrace,",CHURCHILL VIC 3842,1.0,1.0,1.0,,shepparton-vic,-38.3078,146.4137
Casey Blaine,,420.0,"5/8 Dale St,",KENNINGTON VIC 3550,1.0,1.0,1.0,,shepparton-vic,-36.7612758,144.3023453
,,580.0,"21 Manchado Street,",TARNEIT VIC 3029,4.0,2.0,2.0,,shepparton-vic,-37.8826,144.7003
,,240.0,"63 Pintail Drive,",MELTON SOUTH VIC 3338,1.0,1.0,,,shepparton-vic,-37.719208,144.5789327
,,250.0,"8 Jacobena Road,",MELTON SOUTH VIC 3338,1.0,1.0,,,shepparton-vic,-37.7140748,144.5662005
,,730.0,"224/109 Manningham St,",PARKVILLE VIC 3052,1.0,1.0,1.0,,shepparton-vic,-37.7877105,144.9423529
,,665.0,"225/109 Manningham St,",PARKVILLE VIC 3052,2.0,2.0,1.0,,shepparton-vic,-37.7877105,144.9423529
,,750.0,"403/109 Manningham St,",PARKVILLE VIC 3052,2.0,2.0,1.0,,shepparton-vic,-37.7877105,144.9423529
,,950.0,"607/109 109 Manningham St,",PARKVILLE VIC 3052,2.0,2.0,1.0,,shepparton-vic,-37.7603,144.9502
,,670.0,"121 109 Manningham St,",PARKVILLE VIC 3052,1.0,1.0,1.0,,shepparton-vic,-37.7877105,144.9423529
$595 - $596 per week,,595.0,"33 Currong Street,",REID ACT 2612,2.0,1.0,1.0,,shepparton-vic,-35.2839691,149.1432609
,,,"60 Poplar Avenue,",SHEPPARTON VIC 3630,1.0,1.0,1.0,,shepparton-vic,-36.3990126,145.4163487
,,490.0,"64 Paterson Road,",SHEPPARTON VIC 3630,3.0,1.0,2.0,734m²,shepparton-vic,-36.3957953,145.4210968
,,460.0,"31 Monash Street,",SHEPPARTON VIC 3630,3.0,2.0,2.0,,shepparton-vic,-36.3670214,145.4063645
,,345.0,"1/16 Marungi St,",SHEPPARTON VIC 3630,2.0,1.0,1.0,,shepparton-vic,-36.3768173,145.3971916
,,510.0,"207/6 Leicester Street,",CARLTON VIC 3053,1.0,1.0,,,shepparton-vic,-37.802198,144.9607524
,,450.0,"Unit 1113/6 Leicester St,",CARLTON VIC 3053,1.0,1.0,,,shepparton-vic,-37.8004,144.9684
,,400.0,"3/101 Corio Street,",SHEPPARTON VIC 3630,2.0,1.0,1.0,,shepparton-vic,-36.3704402,145.4055582
,,725.0,"3/462 Como Parade West,",MORDIALLOC VIC 3195,2.0,2.0,1.0,,shepparton-vic,-37.9973332,145.0807967
,,440.0,"5 Apsley Court,",SHEPPARTON VIC 3630,3.0,1.0,3.0,,shepparton-vic,-36.3949107,145.4071944
,,725.0,"57 Maude St,",SHEPPARTON VIC 3630,3.0,1.0,2.0,,shepparton-vic,-36.3813099,145.400707
,,700.0,"505/300 Swanston Street,",MELBOURNE VIC 3000,2.0,1.0,1.0,,shepparton-vic,-37.8065731,144.9628193
,,670.0,"30 Healey Drive,",EPPING VIC 3076,5.0,2.0,8.0,500m²,shepparton-vic,-37.6360961,145.0382555
,,950.0,"7/398 Elgar Road,",BOX HILL VIC 3128,4.0,4.0,1.0,,shepparton-vic,-37.8177032,145.1149333
,,600.0,"204/150 Great Eastern Highway,",ASCOT WA 6104,1.0,1.0,1.0,,shepparton-vic,-31.9326052,115.9407868
,,650.0,"7/2-8 Palmerston Street,",ST JAMES WA 6102,3.0,1.0,1.0,,shepparton-vic,1.06911,109.66393
,,520.0,"03/13 Coomboona Street,",SHEPPARTON VIC 3630,2.0,2.0,1.0,,shepparton-vic,-36.37382,145.4103075
,,700.0,"3 Timor Cl,",BURWOOD VIC 3125,3.0,2.0,2.0,,shepparton-vic,-37.843169,145.1065259
,,780.0,"5/48 Oxley Rd,",HAWTHORN VIC 3122,3.0,2.0,2.0,,shepparton-vic,-37.824108,145.035345
,,355.0,"239/386 Burwood Highway,",BURWOOD VIC 3125,1.0,1.0,,,shepparton-vic,-37.8498,145.119
,,850.0,"2004/103 South Wharf Drive,",DOCKLANDS VIC 3008,2.0,2.0,1.0,,shepparton-vic,-37.8221868,144.9362813
,,350.0,"68 Gilchrist,",SHEPPARTON VIC 3630,3.0,1.0,2.0,,shepparton-vic,-36.3880345,145.4119962
,,400.0,"3/15 Tallis Street,",NORLANE VIC 3214,2.0,2.0,1.0,,shepparton-vic,-38.0924322,144.3646223
,,500.0,"2/42 Raleigh Road,",MARIBYRNONG VIC 3032,2.0,1.0,1.0,,shepparton-vic,-37.7689479,144.8868552
,,400.0,"14 Hawking Court,",MOOROOPNA VIC 3629,3.0,1.0,2.0,,shepparton-vic,-36.3791881,145.3423135
,,500.0,"51 Carson Street,",SHEPPARTON VIC 3630,4.0,1.0,1.0,,shepparton-vic,-36.3648874,145.4100039
,,550.0,"21 Fifth Avenue,",ALTONA NORTH VIC 3025,3.0,1.0,1.0,,shepparton-vic,-37.8332736,144.8510236
,,500.0,"Unit 9/17 Buckworth St,",KIALLA VIC 3631,2.0,1.0,,,shepparton-vic,-36.4167,145.5
,,420.0,"6 Alamein Street,",SHEPPARTON VIC 3630,3.0,1.0,2.0,,shepparton-vic,-36.3660162,145.4033957
,,560.0,"805/408 Spencer Street,",WEST MELBOURNE VIC 3003,1.0,1.0,,,shepparton-vic,-37.8101,144.95
,,600.0,"Unit 2/102 Graham St,",SHEPPARTON VIC 3630,3.0,2.0,2.0,,shepparton-vic,-36.4681,145.586
,,430.0,"1406/557-561 Little Lonsdale Street,",MELBOURNE VIC 3000,1.0,1.0,,,shepparton-vic,-37.814,144.9633
,,345.0,"117/386 Burwood Highway,",BURWOOD VIC 3125,1.0,1.0,,,shepparton-vic,-37.8498,145.119
,,590.0,"32 Golconda Avenue,",FRANKSTON VIC 3199,3.0,1.0,2.0,,shepparton-vic,-38.1411139,145.1493354
,,420.0,"Unit 2/26 Lister Cres,",SHEPPARTON VIC 3630,2.0,1.0,1.0,,shepparton-vic,-36.4681,145.586
,,380.0,"6/406 Lower Heidelberg Road,",EAGLEMONT VIC 3084,1.0,1.0,1.0,100m²,shepparton-vic,-37.7658239,145.0670583
,,700.0,"35/174 Peel Street,",WINDSOR VIC 3181,2.0,2.0,1.0,,shepparton-vic,-37.853,144.9929
,,590.0,"8 Tynong Street,",CROYDON VIC 3136,3.0,1.0,1.0,877m²,shepparton-vic,-37.7875726,145.2787375
,,500.0,"4 Waugh Street,",ROCKBANK VIC 3335,4.0,2.0,2.0,,shepparton-vic,-37.7329611,144.6498316
,,995.0,"122A Sussex Street,",EAST VICTORIA PARK WA 6101,4.0,2.0,2.0,,shepparton-vic,-31.9838389,115.9009195
,,650.0,"9 Kinchega Dr,",SHEPPARTON NORTH VIC 3631,4.0,2.0,2.0,,shepparton-vic,-36.3451988,145.4074043
,,500.0,"1/59 Maude Street,",SHEPPARTON VIC 3630,3.0,2.0,2.0,,shepparton-vic,-36.3813099,145.400707
,,420.0,"1/16 Beckham Street,",SHEPPARTON VIC 3630,3.0,1.0,1.0,,shepparton-vic,-36.3965892,145.3891332
,,480.0,"8 Chorley Street,",STRATHTULLOH VIC 3338,4.0,2.0,1.0,,shepparton-vic,-37.7236822,144.596732
,,510.0,"7 Waler Street,",AINTREE VIC 3336,3.0,2.0,2.0,,shepparton-vic,-37.72042,144.6689989
,,450.0,"56 Paterson,",SHEPPARTON VIC 3630,3.0,1.0,,,shepparton-vic,-36.3957953,145.4210968
,,400.0,"1/18 Beckham Street,",SHEPPARTON VIC 3630,3.0,1.0,1.0,,shepparton-vic,-36.3965892,145.3891332
,,370.0,"7 Taylor Street,",RUSHWORTH VIC 3612,2.0,1.0,2.0,,shepparton-vic,-36.5892385,145.0208348
,,750.0,"178 Nicholson St,",BRUNSWICK EAST VIC 3057,2.0,1.0,1.0,247m²,shepparton-vic,-37.7654728,144.9805539
,,680.0,"10/8 Riversdale Road,",BURSWOOD WA 6100,1.0,1.0,1.0,,shepparton-vic,-31.9563359,115.9000791
,,600.0,"39 Kinchega Drive,",SHEPPARTON VIC 3630,3.0,2.0,2.0,,shepparton-vic,-36.3452147,145.4082857
,,440.0,"1/40 Harold Street,",SHEPPARTON VIC 3630,2.0,1.0,2.0,,shepparton-vic,-36.3776734,145.4065382
,,450.0,"601/150 Dudley St,",WEST MELBOURNE VIC 3003,,1.0,1.0,,shepparton-vic,-37.8101,144.95
,,340.0,"2/70 Wyndham,",SHEPPARTON VIC 3630,2.0,1.0,1.0,,shepparton-vic,-36.398945,145.3952725
,,360.0,"1/36 Brauman Street,",SHEPPARTON VIC 3630,2.0,1.0,,,shepparton-vic,-36.3575519,145.3979623
,,450.0,"58 Broadway,",ELWOOD VIC 3184,1.0,1.0,,,shepparton-vic,-37.8768281,144.9835959
,,650.0,"512/668 Swanston Street,",CARLTON VIC 3053,1.0,1.0,1.0,,shepparton-vic,-37.8004,144.9684
,,350.0,"59 Longstaff Street,",SHEPPARTON VIC 3630,1.0,1.0,,,shepparton-vic,-36.3967503,145.394995
,,650.0,"4 Crawley Court,",VIEWBANK VIC 3084,3.0,2.0,2.0,,shepparton-vic,-37.7362938,145.0917212
,,490.0,"37 Sunset Boulevard,",JACANA VIC 3047,3.0,1.0,,639m²,shepparton-vic,-37.6911121,144.9154098
,,750.0,"77 Hemingway Drive,",ROCKBANK VIC 3335,5.0,5.0,2.0,,shepparton-vic,-37.7357449,144.6650069
,,640.0,"2 Wigan Close,",WOLLERT VIC 3750,4.0,2.0,4.0,,shepparton-vic,-37.6169595,145.0240561
,,595.0,"68 Norton Dr,",MOOROOPNA VIC 3629,4.0,2.0,2.0,,shepparton-vic,-36.3817603,145.3448336
,,590.0,"107/19 Irving Ave,",BOX HILL VIC 3128,2.0,1.0,1.0,,shepparton-vic,-37.8158711,145.1222744
,,520.0,"49 Windlass Avenue,",MOOROOPNA VIC 3629,3.0,2.0,2.0,,shepparton-vic,-36.3725965,145.3407027
,,330.0,"3/30 Alexandra Street,",MOOROOPNA VIC 3629,1.0,1.0,1.0,,shepparton-vic,-36.3928158,145.3589157
,,,"1301/557 Little Lonsdale St,",MELBOURNE VIC 3000,1.0,1.0,,,shepparton-vic,-37.8109981,144.9628452
,,580.0,"5/59 Tooronga Rd,",MALVERN EAST VIC 3145,2.0,1.0,1.0,"1,091m²",shepparton-vic,-37.8734046,145.0383518
,,520.0,"106/501-503 Plenty Road,",PRESTON VIC 3072,2.0,2.0,1.0,,shepparton-vic,-37.75,145.0167
,,580.0,"15/163 Hubert Street,",EAST VICTORIA PARK WA 6101,2.0,1.0,1.0,,shepparton-vic,-31.9907764,115.9106969
,,380.0,"33 Isabella St,",SHEPPARTON VIC 3630,3.0,1.0,,,shepparton-vic,-36.3928524,145.4012418
,,550.0,"4 Henderson Drive,",TARNEIT VIC 3029,4.0,2.0,2.0,,shepparton-vic,-37.8433637,144.6426152
,,450.0,"1/47 Knight Street,",SHEPPARTON VIC 3630,2.0,1.0,2.0,,shepparton-vic,-36.3740304,145.4005732
,,580.0,".20 Kosa Avenue,",SUNSHINE WEST VIC 3020,3.0,2.0,2.0,,shepparton-vic,-37.7950931,144.7920516
,,800.0,"70 Cobram Drive,",EYNESBURY VIC 3338,5.0,3.0,2.0,,shepparton-vic,-37.7855923,144.5538346
,,465.0,"1/381 Middleborough Road,",BOX HILL VIC 3128,2.0,1.0,,,shepparton-vic,-37.8199145,145.1382926
,,400.0,"Unit 3/103 Corio St,",SHEPPARTON VIC 3630,2.0,1.0,1.0,,shepparton-vic,-36.4681,145.586
,,400.0,"Unit 2/11 Verney Rd,",SHEPPARTON VIC 3630,2.0,1.0,1.0,,shepparton-vic,-36.4681,145.586
,,460.0,"1610/6 Leicester Street,",CARLTON VIC 3053,1.0,1.0,,,shepparton-vic,-37.802198,144.9607524
,,490.0,"2/52 Mason Street,",SHEPPARTON VIC 3630,3.0,1.0,2.0,,shepparton-vic,-36.3705154,145.3980084
,,1075.0,"42 Fairview Rd,",MOUNT WAVERLEY VIC 3149,5.0,2.0,2.0,,shepparton-vic,-37.8667417,145.1164592
,,580.0,"20 Bent Street,",BUNDOORA VIC 3083,4.0,1.0,1.0,,shepparton-vic,-37.6979816,145.0597269
,,975.0,"506/1 Dank Street West,",PORT MELBOURNE VIC 3207,3.0,1.0,2.0,,shepparton-vic,-37.8329,144.922
,,650.0,"79 Ardmillan Rd,",MOONEE PONDS VIC 3039,3.0,1.0,2.0,,shepparton-vic,-37.7629189,144.9092671
,,,"1302/557 Little Lonsdale St,",MELBOURNE VIC 3000,1.0,1.0,,,shepparton-vic,-37.8109981,144.9628452
,,,"133 Nelson Rd,",BOX HILL NORTH VIC 3129,3.0,1.0,2.0,,shepparton-vic,-37.8125881,145.1202218
,,650.0,"11 Bangalay Place,",POINT COOK VIC 3030,4.0,2.0,2.0,572m²,shepparton-vic,-37.9030495,144.747281
,,530.0,"701/6 Leicester Street,",CARLTON VIC 3053,2.0,1.0,,,shepparton-vic,-37.802198,144.9607524
,,400.0,"2/6 Bowe Street,",SHEPPARTON VIC 3630,2.0,1.0,2.0,,shepparton-vic,-36.3726478,145.3974659
,,500.0,"9 Kerala Street,",ROCKBANK VIC 3335,4.0,2.0,1.0,,shepparton-vic,-37.7427695,144.6662207
,,480.0,"817 18-28 Albert Street,",FOOTSCRAY VIC 3011,2.0,1.0,1.0,,shepparton-vic,-37.7995,144.8963
,,3500.0,"28 Janelle Way,",OCEAN GROVE VIC 3226,3.0,2.0,4.0,600m²,shepparton-vic,-38.2485008,144.5553815
,,510.0,"46 Bluebottle Parade,",ROCKBANK VIC 3335,4.0,2.0,2.0,,shepparton-vic,-37.7444148,144.6467109
,,330.0,"60 Newton St,",SHEPPARTON VIC 3630,2.0,1.0,1.0,,shepparton-vic,-36.3593471,145.3982651
,,335.0,"235/386 Burwood Highway,",BURWOOD VIC 3125,1.0,1.0,,,shepparton-vic,-37.8498,145.119
,,570.0,"2508/31 A'Beckett St,",MELBOURNE VIC 3000,1.0,1.0,1.0,,shepparton-vic,-37.814,144.9633
,,550.0,"15 Westbury Ave,",ROCKBANK VIC 3335,5.0,2.0,2.0,512m²,shepparton-vic,-37.7420647,144.6662495
,,565.0,"74 Norton Dr,",MOOROOPNA VIC 3629,3.0,2.0,2.0,,shepparton-vic,-36.3817603,145.3448336
,,,"702/845-851 Whitehorse Rd,",BOX HILL VIC 3128,3.0,2.0,1.0,,shepparton-vic,-37.8256,145.1232
,,750.0,"35/1 Flagstaff Lane,",WEST MELBOURNE VIC 3003,2.0,2.0,1.0,,shepparton-vic,-37.8095186,144.9519321
,,560.0,"1006/545 Station St,",BOX HILL VIC 3128,1.0,1.0,1.0,,shepparton-vic,-37.8256,145.1232
,,590.0,"53 Chivalry Drive,",MOOROOPNA VIC 3629,4.0,2.0,2.0,,shepparton-vic,-36.3786157,145.338096
,,480.0,"16 Zoe Street,",ROCKBANK VIC 3335,3.0,2.0,2.0,,shepparton-vic,-37.7349313,144.6608428
