agent_name,agent_company,price,address1,address2,bed,bath,parking,floor_space,longitude,latitude
Chelsea Perry,Craig Doyle Real Estate,Contact Agent,"24 McCombe Road,",CAMP MOUNTAIN QLD 4520,4 Beds,2 Baths,6 Parking,"20,234m²",152.8867115,-27.3889864
Peter Cox,Highland Sutherland,"Auction, unless sold prior","11b Wanganui Road,",KIRRAWEE NSW 2232,4 Beds,3 Baths,2 Parking,461m²,151.0770216,-34.043222
Chelsea Sly,Highland Sutherland,"Auction, unless sold prior","5 Dents Place,",GYMEA BAY NSW 2227,4 Beds,2 Baths,2 Parking,575m²,151.0795047,-34.0457019
Patrick Huynh,LJ Hooker Edensor Park,Auction on site Saturday 21st September @ 12 pm,"35 Ferngrove Road,",CANLEY HEIGHTS NSW 2166,5 Beds,4 Baths,2 Parking,"1,239m²",150.9271675,-33.8802306
Peter Diamantakis,Ray White Pakenham,"$890,000 - $979,000","41 Highland Drive,",PAKENHAM VIC 3810,4 Beds,2 Baths,2 Parking,708m²,145.4799543,-38.0635684
Ingrid Stewart,McGrath Berowra,For Sale | Contact Agent,"31 Turner Road,",BEROWRA HEIGHTS NSW 2082,4 Beds,2 Baths,1 Parking,689m²,151.1345408,-33.6051904
Billy Markovski,RE/MAX Xtra,Forthcoming Auction,"2 Griffin Place,",DOONSIDE NSW 2767,5 Beds,3 Baths,2 Parking,662m²,150.8778271,-33.7768522
David Bain,Upstate,Auction,"5 Lesley Close,",ELANORA HEIGHTS NSW 2101,3 Beds,1 Bath,2 Parking,556m²,151.2837994,-33.6966428
Tim Cullen,McGrath Manly,Contact Agent,"71 Roosevelt Avenue,",ALLAMBIE HEIGHTS NSW 2100,4 Beds,2 Baths,2 Parking,611m²,151.2518115,-33.7666107
Ben Liesch,Ray White Toowoomba,"Buyer interest above $699,000","5 Duncan Street,",WILSONTON HEIGHTS QLD 4350,4 Beds,2 Baths,2 Parking,653m²,151.923092,-27.528888
Anthony Di Nardo,Belle Property Hunter Region,Contact Agent,"52 Main Road,",CARDIFF HEIGHTS NSW 2285,3 Beds,1 Bath,1 Parking,955m²,151.6767847,-32.9364256
Donna Spillane,Spillane Property,"Guide $900,000 - $990,000","224 Wallsend Road,",CARDIFF HEIGHTS NSW 2285,4 Beds,2 Baths,2 Parking,571m²,151.6698684,-32.9303011
Sally Dodd,McGrath Hornsby,Auction Saturday 28th Sept 2:15pm,"86 Somerville Road,",HORNSBY HEIGHTS NSW 2077,5 Beds,3 Baths,4 Parking,"1,050m²",151.101364,-33.665419
Jason Roach,The Agency North,Contact Agent,"14/9-15 Kings Avenue,",ROSEVILLE NSW 2069,3 Beds,2 Baths,2 Parking,293m²,,
Sally Dodd,McGrath Hornsby,Auction Saturday 28th Sept 4:30pm,"34 Marine Crescent,",HORNSBY HEIGHTS NSW 2077,4 Beds,2 Baths,2 Parking,816m²,151.090531,-33.682069
Charlie Lund,The Agency Hunter Valley,"Expressions of Interest - Guide $1,200,000","25 Hillcrest Drive,",GILLIESTON HEIGHTS NSW 2321,4 Beds,2 Baths,3 Parking,908m²,151.5363378,-32.762673
Ronald Ramirez,Ray White Quakers Hill - Tesolin Group,AUCTION - MUST BE SOLD,"102 Harvey Road,",KINGS PARK NSW 2148,6 Beds,3 Baths,3 Parking,758m²,150.9005257,-33.7477085
Trent Tarbey,McGrath Sans Souci,"Auction guide $2,500,000","29 Culdees Road,",BURWOOD HEIGHTS NSW 2136,4 Beds,2 Baths,3 Parking,701m²,151.1038635,-33.8907956
Matthew Laface,McGrath Revesby,"Auction guide $1,100,000","972 Henry Lawson Drive,",PADSTOW HEIGHTS NSW 2211,4 Beds,2 Baths,4 Parking,537m²,151.0344046,-33.9672774
Chelsea Mifsud,LJ Hooker Leppington,Property Showcase,"3 Broadacre Street,",AUSTRAL NSW 2179,4 Beds,2 Baths,1 Parking,351m²,150.8021882,-33.9383487
Annette Mitchell,Carter Cooper Realty,"$839,000","1 Mia Court,",NIKENBAH QLD 4655,4 Beds,2 Baths,4 Parking,794m²,152.8418002,-25.3173084
Philip Madirazza,First National Real Estate David Kay,"Guide $2,800,000","7 Queensbury Road,",PADSTOW HEIGHTS NSW 2211,4 Beds,2 Baths,4 Parking,"3,891m²",151.0402316,-33.9665365
David Scott,Belle Property Ascot,Auction,"5 Wirega Street,",WAVELL HEIGHTS QLD 4012,5 Beds,2 Baths,2 Parking,607m²,153.0425062,-27.3921164
Paul Langsam,Raine & Horne Double Bay,Auction,"60 Blake Street,",DOVER HEIGHTS NSW 2030,5 Beds,3 Baths,4 Parking,563m²,151.2782484,-33.8722225
Augusto Gerocarni,Ray White Eastern Beaches,"Auction Guide $3,000,000","81 York Road,",QUEENS PARK NSW 2022,4 Beds,3 Baths,− Parking,217m²,151.2421279,-33.899345
Trang Lazcano,Alliance Real Estate,OFFERS INVITED,"21A Edinburgh Drive,",REVESBY HEIGHTS NSW 2212,5 Beds,4 Baths,2 Parking,296m²,151.0183118,-33.9649267
Nick Duchatel,Belle Property Dee Why,Auction Wed 25 September at 6pm In-Room,"32 Heather Street,",WHEELER HEIGHTS NSW 2097,5 Beds,3 Baths,3 Parking,767m²,151.2848862,-33.7310459
Matt Brooks,Ray White Georges River,Auction | Offers Invited,"42 Valley Road,",PADSTOW HEIGHTS NSW 2211,5 Beds,2 Baths,1 Parking,556m²,151.0392907,-33.9705647
Matt Brace,The Agency,From High $900's,"9 Tangent Court,",MULLALOO WA 6027,3 Beds,2 Baths,2 Parking,773m²,115.7493844,-31.7716812
Marcus Biasetto,Ray White Wetherill Park,"Price Guide: $850,000","13 Janacek Place,",BONNYRIGG HEIGHTS NSW 2177,3 Beds,2 Baths,2 Parking,550m²,150.8712038,-33.8882963
Brook Palmateer,Acton | Belle Property South West - Margaret River,"Offers from $995,000","2/22 River Heights Road,",MARGARET RIVER WA 6285,3 Beds,2 Baths,1 Parking,646m²,115.0811489,-33.9524254
Andrew Milne,OBrien Real Estate Frankston,"$650,000 - $715,000 - Walking Distance to Shops","170 Heatherhill Road,",FRANKSTON VIC 3199,3 Beds,2 Baths,2 Parking,608m²,145.1551239,-38.173805
Jason Yang,NGU Real Estate Head Office,Contact Agent,"1 Guide Street,",JAMBOREE HEIGHTS QLD 4074,3 Beds,1 Bath,1 Parking,564m²,152.9343141,-27.5593697
Drew Davies,Place Estate Agents Ascot,Offers over $1.69m,"17 Barker Street,",WAVELL HEIGHTS QLD 4012,3 Beds,2 Baths,2 Parking,607m²,153.0382366,-27.3935893
Garry Jones,Garry Jones Homes Pty Ltd,"Offers Over $1,600,000","2-6 Deloraine Street,",WAVELL HEIGHTS QLD 4012,4 Beds,2 Baths,5 Parking,672m²,153.0458219,-27.3966495
Graham Catt,Century 21 Khan Realty,"$960,000","59 Sturt Road,",BRIGHTON SA 5048,3 Beds,1 Bath,5 Parking,730m²,138.5259736,-35.0189806
Troy Dowker,Kollosche,"$3,500,000 - $3,750,000","14 Tawarri Crescent,",BURLEIGH HEADS QLD 4220,4 Beds,4 Baths,2 Parking,364m²,153.4522557,-28.0969542
Chelsea Perry,Craig Doyle Real Estate,Present Offers,"6 Horseshoe Court,",SAMSONVALE QLD 4520,5 Beds,4 Baths,6 Parking,"20,234m²",152.8237343,-27.3011974
Andrew Plousi,Hodges Mentone/Chelsea,"$1,200,000 - $1,250,000","2/80 Oak Street,",BEAUMARIS VIC 3193,3 Beds,2 Baths,3 Parking,407m²,145.0412683,-37.9852633
Clark Watson,Que Property Group,"$560,000","208 Kaitlers Road,",SPRINGDALE HEIGHTS NSW 2641,3 Beds,2 Baths,2 Parking,525m²,146.9370446,-36.0322958
Jason Wedge,McGrath Noosa,"Offers from $2,950,000","19B James Street,",NOOSAVILLE QLD 4566,3 Beds,3 Baths,2 Parking,305m²,153.067222,-26.3995691
Joshua Perry,Belle Property Dee Why,Auction Thu 3 October at 6pm In-Room,"21 Greystoke Street,",WHEELER HEIGHTS NSW 2097,6 Beds,3 Baths,2 Parking,556m²,151.27948576279266,-33.7255607
David Kaufman,Clarke & Humel Property,Auction,"4 Hargraves Street,",ALLAMBIE HEIGHTS NSW 2100,5 Beds,2 Baths,2 Parking,651m²,151.2655696,-33.77408
Anthony Di Nardo,Belle Property Hunter Region,"Auction - Guide $1,700,000","10 Montana Close,",ADAMSTOWN HEIGHTS NSW 2289,5 Beds,3 Baths,2 Parking,967m²,151.702831,-32.9526664
Matt Brady,Belle Property Seaforth,Auction - Contact Agent,"21 New Street East,",BALGOWLAH HEIGHTS NSW 2093,5 Beds,3 Baths,2 Parking,796m²,151.2654538,-33.8017328
Nick Duchatel,Belle Property Dee Why,Auction Thu 3 October at 6pm In-Room,"36 Ennerdale Crescent,",WHEELER HEIGHTS NSW 2097,4 Beds,3 Baths,2 Parking,613m²,151.2802867,-33.7246685
Catherine Murphy,The Agency North,Contact Agent,"129 Vimiera Road,",MARSFIELD NSW 2122,3 Beds,1 Bath,2 Parking,689m²,151.0962889,-33.7774013
Ben Pike,Pulse Property Agents,"Auction | Guide $1,900,000","132 Warrangarree Drive,",WORONORA HEIGHTS NSW 2233,5 Beds,3 Baths,2 Parking,724m²,151.0339051,-34.0286592
Jack Ho,Murdoch Lee Estate Agents Castle Hill & Cherrybrook,Auction,"36 Woodhill Street,",CASTLE HILL NSW 2154,4 Beds,3 Baths,2 Parking,948m²,151.0034748,-33.7426787
Scott Reeves,Elders Real Estate Ipswich,"Offers Over $999,000","45 Salisbury Road,",EASTERN HEIGHTS QLD 4305,4 Beds,1 Bath,3 Parking,"2,469m²",152.7684447,-27.6283278
Tim Caporn,Ray White Cottesloe Mosman Park,Please call Tim for details,"38 Commonwealth Avenue,",NORTH PERTH WA 6006,4 Beds,1 Bath,4 Parking,382m²,115.8471714,-31.9251898
Nick Bardon,Elders Real Estate Toongabbie,Open Home Cancelled - Contact Agent,"4/401-403 Wentworth Avenue,",TOONGABBIE NSW 2146,3 Beds,2 Baths,1 Parking,304m²,,
Michael Martin,Luton Properties Tuggeranong,Auction on 28/09/2024 at 12:00PM,"6 Stan Ray Street,",GORDON ACT 2906,4 Beds,2 Baths,2 Parking,890m²,149.08342,-35.467374
Troy Colman,Elders Sylvania Heights,"For Sale $660,000","8/63 Auburn Street,",SUTHERLAND NSW 2232,2 Beds,1 Bath,1 Parking,105m²,151.0640972,-34.0368494
Jason Guildea,Guildea Residential,Expression of Interest,"52 Lewis Street,",BALGOWLAH HEIGHTS NSW 2093,4 Beds,3 Baths,2 Parking,620m²,151.2582299,-33.8060921
Tahlia Thomas,Tahlia Thomas Real Estate,"$750,000 - $800,000","21 Champion Crescent,",GILLIESTON HEIGHTS NSW 2321,4 Beds,2 Baths,2 Parking,509m²,151.53630581693727,-32.7573558
Jay Aston,All Properties Group,Contact Agent,"12 Wade Court,",BORONIA HEIGHTS QLD 4124,4 Beds,2 Baths,1 Parking,660m²,153.0218939,-27.6941053
Ashley Patane,OBrien Real Estate Chelsea,"$695,000 - $760,000","1/28 Hoadley Avenue,",FRANKSTON SOUTH VIC 3199,3 Beds,2 Baths,2 Parking,304m²,145.1153481,-38.1601329
Kurt Cockburn,NGU Real Estate Greater Springfield,"Offers Over $829,000","19 Dillon Avenue,",AUGUSTINE HEIGHTS QLD 4300,4 Beds,2 Baths,2 Parking,750m²,152.8804741,-27.6504027
David Phelan,Dalton Partners,"Auction Guide $1,350,000","5 Wattle Close,",ADAMSTOWN HEIGHTS NSW 2289,3 Beds,2 Baths,2 Parking,"1,109m²",151.7192575,-32.9515935
Lloyd Hillard,WHITEFOX Real Estate – Peninsula,THE DEAL: Private Negotiation,"1 The Quarterdeck,",PORTSEA VIC 3944,4 Beds,2 Baths,2 Parking,"1,041m²",144.7269283,-38.3247248
Michele Adams,Helen Munro Property,"Offers Over $479,000","33 Stephenson Street,",WULGURU QLD 4811,3 Beds,2 Baths,3 Parking,607m²,146.8079102,-19.3269189
Kingsley Looker,Clarke & Humel Property,"Auction: Guide $3,450,000","30 Lewis Street,",BALGOWLAH HEIGHTS NSW 2093,4 Beds,2 Baths,1 Parking,417m²,151.2582299,-33.8060921
Kingsley Looker,Clarke & Humel Property,"Auction: Guide $3,900,000","21 Tabalum Road,",BALGOWLAH HEIGHTS NSW 2093,3 Beds,3 Baths,2 Parking,670m²,151.2637353,-33.8104596
Nathan Antunes,Ray White Erskineville | Alexandria | Glebe | Surry Hills,Auction,"39 Jarrett Street,",CLEMTON PARK NSW 2206,4 Beds,2 Baths,2 Parking,493m²,151.1077528,-33.9241538
Joshua Williams,McGrath Toowoomba,"Over $599,000","6 Jasmine Court,",CENTENARY HEIGHTS QLD 4350,3 Beds,1 Bath,1 Parking,763m²,151.9545066,-27.5901937
Andrew Milne,OBrien Real Estate Frankston,"$920,000 - $1,010,000","29 Pimelia Court,",FRANKSTON VIC 3199,4 Beds,2 Baths,5 Parking,822m²,145.1465154,-38.1641404
Nader Hotait,Ray White Eastern Beaches,Auction,"2A Bond Street,",MAROUBRA NSW 2035,5 Beds,4 Baths,5 Parking,410m²,151.2587597,-33.9436659
Andy Lin,Uniland Real Estate | Epping & Castle Hill,Auction,"85 Watkins Road,",BAULKHAM HILLS NSW 2153,6 Beds,4 Baths,2 Parking,750m²,150.992082,-33.7695892
Ingrid Stewart,McGrath Berowra,For Sale | Contact Agent,"1 Barnetts Road,",BEROWRA HEIGHTS NSW 2082,4 Beds,2 Baths,2 Parking,567m²,151.1350678,-33.6165888
Hayley + Lyle,Nashville Property,"Offer's over $520,000","4 Grandis Street,",VICTORY HEIGHTS QLD 4570,3 Beds,1 Bath,3 Parking,633m²,152.6860506,-26.1745581
Kurt Dempsey,Michaels Real Estate,"O/A $529,000","55 Coomber Street,",SVENSSON HEIGHTS QLD 4670,3 Beds,2 Baths,1 Parking,809m²,152.3375397,-24.879352
Jane Gamson,Cunninghams Real Estate,"Auction Guide $2,675,000","34 Irrubel Road,",NEWPORT NSW 2106,4 Beds,2 Baths,2 Parking,835m²,151.3052645,-33.6543609
Samuel Moscabenny,LJ Hooker Leppington,Property Showcase,"7 Hyperno Street,",AUSTRAL NSW 2179,4 Beds,2 Baths,1 Parking,288m²,150.8283409,-33.913382
Matt Barnes,Found,"Buyers Guide $1,100,000","16 Muraban Street,",ADAMSTOWN HEIGHTS NSW 2289,4 Beds,2 Baths,3 Parking,500m²,151.7208332,-32.9423104
Leigh Fletcher,Buxton Hampton East,"$1,550,000 - $1,700,000 | Private Sale","73A Haydens Road,",BEAUMARIS VIC 3193,3 Beds,2 Baths,2 Parking,291m²,145.0286355,-37.9840879
Matt Slater,ATLAS BY LJ HOOKER BRISBANE,For Sale by Negotiation,"27 Rex Street,",EASTERN HEIGHTS QLD 4305,3 Beds,2 Baths,2 Parking,715m²,152.7768829,-27.6207258
Jason Pantzer,PPD Real Estate,Contact Agent,"3 Vivian Street,",BELLEVUE HILL NSW 2023,4 Beds,3 Baths,1 Parking,527m²,151.2566506,-33.8823403
Jackson Walker,iThink Property Ipswich,"Offers Over $599,000","22 Bowerbird Street,",DEEBING HEIGHTS QLD 4306,3 Beds,2 Baths,1 Parking,260m²,152.7476015,-27.6707378
Li Tao (李涛),Torres Property,For Sale,"3/20 Cecilia Close,",CARINA HEIGHTS QLD 4152,4 Beds,2 Baths,2 Parking,313m²,153.0923835,-27.51688
Michael Haggarty,First National Real Estate Maitland,"$775,000","16 Fanning Street,",GILLIESTON HEIGHTS NSW 2321,3 Beds,1 Bath,2 Parking,809m²,151.5265623,-32.7601578
Brad Cole,McGrath Estate Agents Lower Blue Mountains,"$1,450,000-$1,520,000","32 The Chase,",VALLEY HEIGHTS NSW 2777,5 Beds,3 Baths,3 Parking,3.07ha,150.5866847,-33.7014072
Ben Pike,Pulse Property Agents,"Auction | Guide $3,000,000","15 Torquay Street,",GREENHILLS BEACH NSW 2230,5 Beds,3 Baths,5 Parking,568m²,151.1633793,-34.0365934
Julia Murphy,McDonald Upton,"$2,460,000 - $2,620,000","15 Spencer Street,",ESSENDON VIC 3040,4 Beds,2 Baths,3 Parking,612m²,144.904347,-37.7467724
Tia Milne,OBrien Real Estate Frankston,"$690,000 - $750,00 - Newly Renovated","9 Havana Crescent,",FRANKSTON VIC 3199,3 Beds,1 Bath,2 Parking,535m²,145.1669756,-38.1413617
Josh Noor,Belle Property Seaforth,Auction,"8 Kirkwood Street,",SEAFORTH NSW 2092,6 Beds,2 Baths,2 Parking,"1,026m²",151.2398992563326,-33.78421745
Juliette Zhou,RT Edgar Whitehorse,"$1,700,000 - $1,800,000","23 Longstaff Court,",DONCASTER EAST VIC 3109,4 Beds,2 Baths,2 Parking,872m²,145.1691992,-37.775425
Nicholas Clark,Stean Nicholls Real Estate,Contact Agent,"36 Felstead Circuit,",THURGOONA NSW 2640,4 Beds,2 Baths,2 Parking,707m²,147.0064635,-36.0496249
Corinne Sukroo,Bell Real Estate Olinda,"$2,290,000 - $2,495,000","151 Olinda-Monbulk Road,",OLINDA VIC 3788,5 Beds,3 Baths,2 Parking,"3,735m²",145.38787046871164,-37.8697538
Stefanie Szycman,PRD Hobart,"Offers Over $535,000","355 Back River Road,",MAGRA TAS 7140,3 Beds,1 Bath,4 Parking,"1,700m²",147.0460489,-42.766943
Peter Rezek,PRD Hobart,"O/O $649,000","6 Simpson Place,",ROSETTA TAS 7010,4 Beds,1 Bath,5 Parking,623m²,147.2457998,-42.8228045
Luka Hazell,Coronis Gold Coast,"Offers Over $1,100,000","8 Mathewson Street,",UPPER COOMERA QLD 4209,5 Beds,2 Baths,4 Parking,709m²,153.2810929,-27.8943321
Huy Nguyen,Buxton Keysborough,"$770,000 - $800,000","1 Bindi Close,",FRANKSTON VIC 3199,3 Beds,2 Baths,2 Parking,984m²,145.1586159,-38.139624
kess prior,Hinternoosa,"Offers Over $650,000","8/26 Kauri Street,",COOROY QLD 4563,3 Beds,1 Bath,1 Parking,136m²,152.9140175,-26.4180414
Nick Clarke,Clarke & Co Estate Agents,PROPERTY PREVIEW,"39 Lerra Road,",WINDELLA NSW 2320,4 Beds,2 Baths,5 Parking,"6,559m²",151.478783,-32.69338
Richard Clucas,Edison McGrath,"From $979,000","13 Phillips Grove,",INNALOO WA 6018,3 Beds,2 Baths,2 Parking,426m²,115.7915109,-31.8952129
Michelle Stephens,OBrien Michelle Stephens Pty Ltd,"$650,000 - $715,000","20 Protea Street,",CARRUM DOWNS VIC 3201,3 Beds,2 Baths,2 Parking,313m²,145.1850371,-38.0983547
Lydia Kirn,Lydia Kirn Real Estate,Contact Agent,"8 Spinifex Pl,",TWIN WATERS QLD 4564,3 Beds,2 Baths,2 Parking,479m²,153.0784931,-26.6278944
Glenn Gardiner,Fletchers Yarra Ranges,"$3,595,000 Asking","24 The Crescent,",SASSAFRAS VIC 3787,6 Beds,5 Baths,3 Parking,"10,800m²",145.356168,-37.868899
Paul Flanagan,Flanagan Residential,"$650,000","2 Riverview Rd,",RIVERSIDE TAS 7250,4 Beds,3 Baths,4 Parking,847m²,147.1094087,-41.4233883
Josh Hart,McGrath Launceston,$695k - $755k,"19 Denway Grove,",NORWOOD TAS 7250,4 Beds,2 Baths,2 Parking,"1,033m²",147.182669,-41.4682566
Lachlan Saccardo,Highland Sutherland Shire and St George,"Auction, unless sold prior","15 Edwards Place,",BARDEN RIDGE NSW 2234,6 Beds,4 Baths,4 Parking,"1,542m²",151.0078263,-34.0420659
Glenn Gardiner,Fletchers Yarra Ranges,"$1,290,000 - $1,395,000","173 Monbulk Seville Road,",SILVAN VIC 3795,4 Beds,3 Baths,8 Parking,"11,865m²",145.4378474020707,-37.8517509
Helen Huntly-Barratt,First National Byron,$1.8M - $1.9M,"56 Parrot Tree Place,",BANGALOW NSW 2479,5 Beds,3 Baths,2 Parking,801m²,153.5140275,-28.6932537
Tim Heavyside,HEAVYSIDE - Boroondara,"$1,750,000 -$1,900,000","3 Alexander Street,",BOX HILL VIC 3128,3 Beds,2 Baths,1 Parking,467m²,145.1204082,-37.8254574
Todd Streets & Nick Hosking,Key2 Property,"Offers Over $599,000","52 Winter Street,",DELORAINE TAS 7304,3 Beds,2 Baths,3 Parking,784m²,146.6516835,-41.5149215
Mark Steel,PRDnationwide Wagga Wagga,"$1,850,000","11 Clare Avenue,",LAKE ALBERT NSW 2650,4 Beds,2 Baths,6 Parking,"4,407m²",147.3732697,-35.1759715
Jay King,Harris Tripp,Auction,"58 Horton Street,",MARRICKVILLE NSW 2204,3 Beds,1 Bath,− Parking,265m²,151.1590147,-33.9031784
Alexander Smout,Belle Property Canberra,AUCTION,"117 Wattle Street,",O'CONNOR ACT 2602,4 Beds,2 Baths,1 Parking,676m²,149.1307116,-35.2591632
Antony Rizzo,Ray White Burleigh Group,Auction,"18 Coogeen Street,",SORRENTO QLD 4217,3 Beds,2 Baths,2 Parking,506m²,,
Michael Tringali,McGrath Leichhardt,"For Sale $2,200,000","5 Walker Avenue,",HABERFIELD NSW 2045,3 Beds,1 Bath,1 Parking,473m²,151.1331281,-33.8770078
Paul Richards,Bekdon Richards,"$1,600,000 - $1,700,000","1/3 Madonna Court,",VERMONT VIC 3133,4 Beds,3 Baths,2 Parking,487m²,145.2070972,-37.8425324
Dean Harper,One Agency Launceston,"$810,000 - $870,000","16 Coles Gardens,",LEGANA TAS 7277,3 Beds,2 Baths,2 Parking,861m²,147.0422303,-41.3529715
Michelle Stephens,OBrien Michelle Stephens Pty Ltd,"$800,000 - $880,000","17 Arwon Court,",SANDHURST VIC 3977,4 Beds,2 Baths,2 Parking,448m²,145.1951144,-38.0858307
Joseph Halavazis,McGrath Cronulla,Price on request,"1 Denison Street,",PENSHURST NSW 2222,6 Beds,3 Baths,6 Parking,721m²,151.0934499,-33.9699573
Amanda Perrin,Elders Real Estate Port Macquarie,"Auction Friday 11th October, 6PM","1 Morrish Street,",PORT MACQUARIE NSW 2444,3 Beds,2 Baths,2 Parking,746m²,152.9122622,-31.4375689
Ozan Kanbur,Buxton Keysborough,Expressions of Interest,"100 Tyers Lane,",KEYSBOROUGH VIC 3173,4 Beds,2 Baths,7 Parking,"2,811m²",145.1716751,-38.0088087
Anthony Di Nardo,Belle Property Hunter Region,Auction - Contact Agent,"1 Albion Close,",SPEERS POINT NSW 2284,3 Beds,1 Bath,2 Parking,569m²,151.6213572,-32.9630823
Christopher Igoe,The Property Co. Group,For Sale,"1/207 Willarong Road,",CARINGBAH NSW 2229,2 Beds,1 Bath,1 Parking,120m²,151.1204946,-34.0399147
Keira Jane - Lic: 20452606,Pulse Property Agents,"Auction | Guide $1,450,000","705/26a Belmont Street,",SUTHERLAND NSW 2232,3 Beds,2 Baths,2 Parking,183m²,,
Marni Lee Redmond,Alex Scott & Staff Inverloch,"$1,100,000","8A High Street,",INVERLOCH VIC 3996,2 Beds,2 Baths,2 Parking,377m²,145.7322024,-38.6332276
Alan Gregory,Ray White Upper Blue Mountains,"$1,450,000 - $1,500,000","111-113 Evans Lookout Road,",BLACKHEATH NSW 2785,3 Beds,2 Baths,1 Parking,"2,126m²",150.2971500355809,-33.6498451
Noel Nicholson,Ray White Prestige,"Auction Guide $3,500,000","127 Prince Alfred Parade,",NEWPORT NSW 2106,4 Beds,5 Baths,2 Parking,860m²,151.3077593,-33.6451481
Dick Cummins,Ray White Young,For Sale Now,"9 Burrangong Street via Murringo,",YOUNG NSW 2594,2 Beds,2 Baths,− Parking,"2,024m²",,
Daniel Boyle,OBrien Real Estate Berwick,Contact Agent,"75 Marks Lane,",EMERALD VIC 3782,4 Beds,1 Bath,3 Parking,2.1ha,145.4762884,-37.9626352
Lisa Davies,Ray White Upper North Shore,Expressions of Interest,"101 Middle Harbour Road,",LINDFIELD NSW 2070,5 Beds,3 Baths,2 Parking,"1,853m²",151.1798318,-33.7741648
Melissa Strazzeri,Belle Property Drummoyne,Auction - Contact Agent,"21 Drummoyne Avenue,",DRUMMOYNE NSW 2047,3 Beds,2 Baths,2 Parking,632m²,151.1519039,-33.8430358
Andrew Hines,Kay & Burton Flinders,"Private Sale | $4,400,000","4 Kentucky Road,",MERRICKS NORTH VIC 3926,3 Beds,2 Baths,2 Parking,"44,515m²",145.0673913,-38.3606457
Nathan Arrowsmith,Buxton Real Estate Dingley Village,"$1,130,000 - $1,190,000","1 Verdant Place,",DINGLEY VILLAGE VIC 3172,5 Beds,2 Baths,2 Parking,607m²,145.1310869,-37.9744565
Melissa Strazzeri,Belle Property Drummoyne,Auction - contact agent,"13/1-5 Gow Street,",ABBOTSFORD NSW 2046,2 Beds,1 Bath,2 Parking,192m²,,
Karyn Voevodin,Explore Property Townsville,"Offers over $780,000","13 Brisk Street,",ROWES BAY QLD 4810,3 Beds,1 Bath,1 Parking,809m²,146.7869042,-19.240983
Katie Kepner,Salt Property Newcastle,"$790,000 to $865,000","341 Park Avenue,",KOTARA NSW 2289,3 Beds,2 Baths,2 Parking,873m²,151.7111407,-32.9405859
Oliver Aldridge,First National Byron,$1.7M - $1.8M,"15 Palm-Lily Crescent,",BANGALOW NSW 2479,4 Beds,3 Baths,4 Parking,621m²,153.5139164,-28.6895454
Matt Bolin,Ray White Upper North Shore,"Auction Saturday 28 September, 4pm","128a Burns Road,",WAHROONGA NSW 2076,5 Beds,3 Baths,4 Parking,"1,534m²",151.137941,-33.715756
Angelo Vagenas,McGrath Beverly Hills,"For sale $1,450,000 - $1,550,000","36 Raymond Avenue,",ROSELANDS NSW 2196,3 Beds,1 Bath,1 Parking,461m²,151.0702421,-33.9393546
Nicky And Jason Cunningham,Kollosche,Auction,"8 Haslewood Court,",MERMAID WATERS QLD 4218,5 Beds,4 Baths,2 Parking,811m²,153.4140739,-28.0476847
Bill Johnston,McGrath Ballina/Lennox Head/Alstonville,Contact Agent,"37 Just Street,",GOONELLABAH NSW 2480,3 Beds,2 Baths,1 Parking,889m²,153.3335976,-28.8255066
